"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.996532332E0	1.364694983E-1	-8.379705995E-2	-9.809343338E0	9.810650467E0
5.998532298E0	1.436520964E-1	-5.985504389E-2	-9.821314812E0	9.822547693E0
6.000532264E0	1.460463107E-1	-6.224924326E-2	-9.821314812E0	9.822597881E0
6.002532230E0	1.484405100E-1	-3.830722719E-2	-9.821314812E0	9.822511220E0
6.004532196E0	1.484405100E-1	-4.309562966E-2	-9.826103210E0	9.827318867E0
6.006532196E0	1.460463107E-1	-5.027823523E-2	-9.828496933E0	9.829710544E0
6.008532229E0	1.556231081E-1	-5.267243832E-2	-9.833285332E0	9.834657765E0
6.010531395E0	1.580173075E-1	-5.267243832E-2	-9.821314812E0	9.822727141E0
6.012531428E0	1.556231081E-1	-4.309562966E-2	-9.826103210E0	9.827429984E0
6.014531494E0	1.436520964E-1	-1.915361360E-2	-9.828496933E0	9.829565339E0
6.016531527E0	1.460463107E-1	-2.633621916E-2	-9.816526413E0	9.817648086E0
6.018531193E0	1.197100878E-1	-6.464344263E-2	-9.816526413E0	9.817469129E0
6.020531226E0	1.197100878E-1	-7.661445439E-2	-9.818920135E0	9.819948722E0
6.022531192E0	1.125274822E-1	-7.661445439E-2	-9.818920135E0	9.819863789E0
6.024531158E0	1.149216816E-1	-6.943184882E-2	-9.816526413E0	9.817444606E0
6.026531124E0	1.316810995E-1	-8.858546615E-2	-9.802161217E0	9.803445915E0
6.028531090E0	1.364694983E-1	-8.619125932E-2	-9.790189743E0	9.791520212E0
6.030531923E0	1.388636976E-1	-9.097966552E-2	-9.780612946E0	9.782021776E0
6.032532756E0	1.484405100E-1	-8.858546615E-2	-9.759065628E0	9.760596493E0
6.034533589E0	1.364694983E-1	-7.661445439E-2	-9.759065628E0	9.760320468E0
6.036534389E0	1.268926859E-1	-9.337386489E-2	-9.761459351E0	9.762730616E0
6.038535289E0	1.292868853E-1	-1.029506698E-1	-9.763854027E0	9.765252654E0
6.040535322E0	1.340752989E-1	-9.097966552E-2	-9.775824547E0	9.777167231E0
6.042535355E0	1.244984865E-1	-7.661445439E-2	-9.778219223E0	9.779311879E0
6.044535388E0	1.125274822E-1	-8.140286058E-2	-9.787796021E0	9.788781323E0
6.046535421E0	1.221042871E-1	-6.224924326E-2	-9.802161217E0	9.803119348E0
6.048535454E0	1.412578970E-1	-7.900865376E-2	-9.814131737E0	9.815466260E0
6.050534620E0	1.364694983E-1	-9.337386489E-2	-9.811738014E0	9.813131277E0
6.052533786E0	1.340752989E-1	-8.379705995E-2	-9.806949615E0	9.808224044E0
6.054533786E0	1.340752989E-1	-6.224924326E-2	-9.816526413E0	9.817639328E0
6.056533786E0	1.340752989E-1	-4.070143029E-2	-9.809343338E0	9.810344006E0
6.058534752E0	1.388636976E-1	-2.633621916E-2	-9.787796021E0	9.788816459E0
6.060534752E0	1.412578970E-1	-3.351882473E-2	-9.780612946E0	9.781690391E0
6.062534752E0	1.508347094E-1	-3.830722719E-2	-9.780612946E0	9.781850957E0
6.064534752E0	1.628057212E-1	-3.112462163E-2	-9.785401344E0	9.786805092E0
6.066534752E0	1.508347094E-1	-2.873042040E-2	-9.792584419E0	9.793788141E0
6.068534718E0	1.436520964E-1	-4.070143029E-2	-9.792584419E0	9.793722588E0
6.070535551E0	1.460463107E-1	-6.224924326E-2	-9.792584419E0	9.793871252E0
6.072535517E0	1.484405100E-1	-5.027823523E-2	-9.794978142E0	9.796231892E0
6.074535450E0	1.508347094E-1	-6.224924326E-2	-9.799766541E0	9.801124952E0
6.076535416E0	1.412578970E-1	-7.661445439E-2	-9.785401344E0	9.786720750E0
6.078535749E0	1.268926859E-1	-7.422025502E-2	-9.780612946E0	9.781717640E0
6.080535715E0	1.244984865E-1	-7.422025502E-2	-9.780612946E0	9.781686874E0
6.082535681E0	1.268926859E-1	-7.900865376E-2	-9.792584419E0	9.793725222E0
6.084535681E0	1.292868853E-1	-6.224924326E-2	-9.821314812E0	9.822362990E0
6.086535714E0	1.197100878E-1	-5.027823523E-2	-9.821314812E0	9.822173030E0
6.088535747E0	1.316810995E-1	-7.661445439E-2	-9.811738014E0	9.812920694E0
6.090534913E0	1.268926859E-1	-7.182604820E-2	-9.806949615E0	9.808033518E0
6.092534079E0	1.101332754E-1	-5.746084079E-2	-9.797372818E0	9.798160298E0
6.094533245E0	1.125274822E-1	-3.830722719E-2	-9.802161217E0	9.802881943E0
6.096532411E0	1.221042871E-1	-5.746084079E-2	-9.816526413E0	9.817453948E0
6.098532444E0	1.244984865E-1	-6.943184882E-2	-9.821314812E0	9.822349275E0
6.100532444E0	1.292868853E-1	-6.464344263E-2	-9.823708534E0	9.824771918E0
6.102532410E0	1.292868853E-1	-6.943184882E-2	-9.804554939E0	9.805653137E0
6.104532376E0	1.268926859E-1	-7.182604820E-2	-9.780612946E0	9.781699767E0
6.106532342E0	1.364694983E-1	-6.224924326E-2	-9.794978142E0	9.796126566E0
6.108532308E0	1.292868853E-1	-6.224924326E-2	-9.797372818E0	9.798423557E0
6.110533141E0	1.340752989E-1	-7.422025502E-2	-9.797372818E0	9.798571272E0
6.112533974E0	1.460463107E-1	-8.619125932E-2	-9.794978142E0	9.796446052E0
6.114533974E0	1.484405100E-1	-5.746084079E-2	-9.799766541E0	9.801059156E0
6.116533974E0	1.604115069E-1	-5.746084079E-2	-9.797372818E0	9.798854409E0
6.118533007E0	1.484405100E-1	-5.746084079E-2	-9.787796021E0	9.789090217E0
6.120533007E0	1.412578970E-1	-4.309562966E-2	-9.790189743E0	9.791303602E0
6.122532740E0	1.436520964E-1	-2.633621916E-2	-9.790189743E0	9.791279014E0
6.124532740E0	1.388636976E-1	-3.830722719E-2	-9.794978142E0	9.796037330E0
6.126532740E0	1.508347094E-1	-3.112462163E-2	-9.816526413E0	9.817734498E0
6.128532740E0	1.532289088E-1	-5.027823523E-2	-9.814131737E0	9.815456624E0
6.130531873E0	1.604115069E-1	-5.267243832E-2	-9.809343338E0	9.810796245E0
6.132531006E0	1.364694983E-1	-4.548983276E-2	-9.797372818E0	9.798428822E0
6.134530172E0	1.316810995E-1	-5.506663769E-2	-9.797372818E0	9.798412442E0
6.136530205E0	1.244984865E-1	-1.077390760E-1	-9.773430824E0	9.774817526E0
6.138530238E0	1.388636976E-1	-1.077390760E-1	-9.771036148E0	9.772616755E0
6.140530271E0	1.436520964E-1	-9.337386489E-2	-9.778219223E0	9.779720128E0
6.142530304E0	1.460463107E-1	-6.464344263E-2	-9.804554939E0	9.805855692E0
6.144530337E0	1.316810995E-1	-5.985504389E-2	-9.806949615E0	9.808016277E0
6.146529437E0	1.173158810E-1	-5.027823523E-2	-9.802161217E0	9.802992167E0
6.148529403E0	1.125274822E-1	-8.379705995E-2	-9.787796021E0	9.788801526E0
6.150530236E0	1.221042871E-1	-8.140286058E-2	-9.794978142E0	9.796077413E0
6.152531069E0	1.244984865E-1	-7.900865376E-2	-9.785401344E0	9.786512234E0
6.154531902E0	1.173158810E-1	-5.267243832E-2	-9.778219223E0	9.779064811E0
6.156532735E0	1.244984865E-1	-5.746084079E-2	-9.761459351E0	9.762422357E0
6.158532701E0	1.292868853E-1	-5.506663769E-2	-9.756670952E0	9.757682896E0
6.160532667E0	1.340752989E-1	-4.788403213E-2	-9.759065628E0	9.760104047E0
6.162532667E0	1.580173075E-1	-6.943184882E-2	-9.766247749E0	9.767772794E0
6.164532700E0	1.508347094E-1	-6.464344263E-2	-9.773430824E0	9.774808436E0
6.166532733E0	1.460463107E-1	-5.506663769E-2	-9.780612946E0	9.781858282E0
6.168532766E0	1.508347094E-1	-5.506663769E-2	-9.802161217E0	9.803476320E0
6.170531932E0	1.484405100E-1	-6.703764945E-2	-9.809343338E0	9.810695457E0
6.172531098E0	1.436520964E-1	-6.943184882E-2	-9.833285332E0	9.834579662E0
6.174530264E0	1.508347094E-1	-7.661445439E-2	-9.835680008E0	9.837134852E0
6.176529430E0	1.508347094E-1	-7.422025502E-2	-9.828496933E0	9.829934472E0
6.178529463E0	1.436520964E-1	-7.422025502E-2	-9.826103210E0	9.827433484E0
6.180529463E0	1.268926859E-1	-5.985504389E-2	-9.806949615E0	9.807953158E0
6.182529729E0	1.292868853E-1	-8.379705995E-2	-9.778219223E0	9.779432919E0
6.184529729E0	1.316810995E-1	-7.900865376E-2	-9.768642426E0	9.769849391E0
6.186529729E0	1.316810995E-1	-4.548983276E-2	-9.763854027E0	9.764847909E0
6.188529729E0	1.460463107E-1	-5.506663769E-2	-9.778219223E0	9.779464864E0
6.190530595E0	1.604115069E-1	-5.985504389E-2	-9.775824547E0	9.777323767E0
6.192531461E0	1.532289088E-1	-5.746084079E-2	-9.790189743E0	9.791557386E0
6.194532294E0	1.508347094E-1	-4.788403213E-2	-9.787796021E0	9.789075285E0
6.196532260E0	1.412578970E-1	-5.985504389E-2	-9.794978142E0	9.796179522E0
6.198532226E0	1.364694983E-1	-6.943184882E-2	-9.811738014E0	9.812932669E0
6.200532192E0	1.340752989E-1	-8.619125932E-2	-9.794978142E0	9.796274900E0
6.202532158E0	1.364694983E-1	-8.140286058E-2	-9.785401344E0	9.786691464E0
6.204532124E0	1.460463107E-1	-7.182604820E-2	-9.792584419E0	9.793936804E0
6.206532990E0	1.412578970E-1	-6.464344263E-2	-9.785401344E0	9.786634357E0
6.208532723E0	1.340752989E-1	-7.900865376E-2	-9.780612946E0	9.781850957E0
6.210531889E0	1.412578970E-1	-8.379705995E-2	-9.783007622E0	9.784386228E0
6.212531922E0	1.364694983E-1	-6.943184882E-2	-9.794978142E0	9.796174840E0
6.214531955E0	1.388636976E-1	-5.746084079E-2	-9.804554939E0	9.805706626E0
6.216531988E0	1.292868853E-1	-5.985504389E-2	-9.790189743E0	9.791226324E0
6.218532021E0	1.364694983E-1	-6.703764945E-2	-9.802161217E0	9.803340374E0
6.220532054E0	1.292868853E-1	-5.985504389E-2	-9.804554939E0	9.805590002E0
6.222532087E0	1.244984865E-1	-5.985504389E-2	-9.816526413E0	9.817498323E0
6.224532087E0	1.221042871E-1	-5.746084079E-2	-9.826103210E0	9.827029842E0
6.226532053E0	1.292868853E-1	-4.309562966E-2	-9.816526413E0	9.817472340E0
6.228532019E0	1.244984865E-1	-3.830722719E-2	-9.821314812E0	9.822178574E0
6.230532852E0	1.316810995E-1	-4.070143029E-2	-9.826103210E0	9.827069798E0
6.232533685E0	1.412578970E-1	-4.788403213E-2	-9.821314812E0	9.822447317E0
6.234534518E0	1.340752989E-1	-5.746084079E-2	-9.794978142E0	9.796064247E0
6.236535351E0	1.316810995E-1	-6.703764945E-2	-9.799766541E0	9.800880481E0
6.238535317E0	1.268926859E-1	-5.746084079E-2	-9.794978142E0	9.795968574E0
6.240535317E0	1.388636976E-1	-5.506663769E-2	-9.775824547E0	9.776965840E0
6.242535350E0	1.412578970E-1	-4.309562966E-2	-9.790189743E0	9.791303602E0
6.244535383E0	1.436520964E-1	-4.070143029E-2	-9.790189743E0	9.791328191E0
6.246535416E0	1.412578970E-1	-3.830722719E-2	-9.785401344E0	9.786495834E0
6.248535449E0	1.580173075E-1	-3.830722719E-2	-9.794978142E0	9.796327562E0
6.250534615E0	1.675941199E-1	-5.267243832E-2	-9.799766541E0	9.801341052E0
6.252533781E0	1.699883193E-1	-6.464344263E-2	-9.792584419E0	9.794273042E0
6.254533814E0	1.771709323E-1	-5.985504389E-2	-9.783007622E0	9.784794852E0
6.256533847E0	1.675941199E-1	-6.464344263E-2	-9.780612946E0	9.782262323E0
6.258533847E0	1.675941199E-1	-7.661445439E-2	-9.780612946E0	9.782348754E0
6.260533847E0	1.532289088E-1	-5.267243832E-2	-9.783007622E0	9.784349320E0
6.262533847E0	1.699883193E-1	-4.788403213E-2	-9.783007622E0	9.784601527E0
6.264533847E0	1.580173075E-1	-7.661445439E-2	-9.804554939E0	9.806127513E0
6.266533847E0	1.221042871E-1	-5.746084079E-2	-9.790189743E0	9.791119773E0
6.268534113E0	1.484405100E-1	-4.548983276E-2	-9.797372818E0	9.798602862E0
6.270534946E0	1.412578970E-1	-4.309562966E-2	-9.802161217E0	9.803273716E0
6.272534912E0	1.221042871E-1	-4.548983276E-2	-9.809343338E0	9.810208739E0
6.274534878E0	1.340752989E-1	-5.027823523E-2	-9.806949615E0	9.807994945E0
6.276534844E0	1.388636976E-1	-4.070143029E-2	-9.792584419E0	9.793653524E0
6.278534810E0	1.508347094E-1	-5.027823523E-2	-9.809343338E0	9.810631770E0
6.280534776E0	1.436520964E-1	-7.422025502E-2	-9.802161217E0	9.803494739E0
6.282534742E0	1.388636976E-1	-7.900865376E-2	-9.787796021E0	9.789099879E0
6.284534575E0	1.149216816E-1	-8.379705995E-2	-9.794978142E0	9.796010705E0
6.286534575E0	1.244984865E-1	-8.619125932E-2	-9.804554939E0	9.805724163E0
6.288534575E0	1.316810995E-1	-8.858546615E-2	-9.804554939E0	9.805839324E0
6.290533741E0	1.268926859E-1	-7.422025502E-2	-9.794978142E0	9.796081216E0
6.292532907E0	1.197100878E-1	-7.661445439E-2	-9.790189743E0	9.791221348E0
6.294532073E0	1.244984865E-1	-6.464344263E-2	-9.804554939E0	9.805558434E0
6.296532106E0	1.316810995E-1	-6.703764945E-2	-9.806949615E0	9.808062740E0
6.298532139E0	1.268926859E-1	-5.746084079E-2	-9.811738014E0	9.812726755E0
6.300532172E0	1.316810995E-1	-5.985504389E-2	-9.809343338E0	9.810409740E0
6.302532172E0	1.364694983E-1	-5.985504389E-2	-9.816526413E0	9.817657428E0
6.304532138E0	1.340752989E-1	-6.464344263E-2	-9.811738014E0	9.812866952E0
6.306532104E0	1.412578970E-1	-7.422025502E-2	-9.816526413E0	9.817823244E0
6.308532070E0	1.723825186E-1	-5.746084079E-2	-9.816526413E0	9.818207998E0
6.310532903E0	1.556231081E-1	-4.548983276E-2	-9.809343338E0	9.810683187E0
6.312533736E0	1.604115069E-1	-4.309562966E-2	-9.809343338E0	9.810749503E0
6.314533702E0	1.580173075E-1	-3.830722719E-2	-9.809343338E0	9.810690783E0
6.316533668E0	1.436520964E-1	-4.548983276E-2	-9.799766541E0	9.800924931E0
6.318533668E0	1.508347094E-1	-3.830722719E-2	-9.794978142E0	9.796214338E0
6.320533701E0	1.580173075E-1	-5.267243832E-2	-9.783007622E0	9.784425480E0
6.322533734E0	1.580173075E-1	-6.703764945E-2	-9.761459351E0	9.762968410E0
6.324533767E0	1.460463107E-1	-6.703764945E-2	-9.756670952E0	9.757994242E0
6.326533800E0	1.268926859E-1	-4.548983276E-2	-9.766247749E0	9.767178005E0
6.328533833E0	1.316810995E-1	-4.548983276E-2	-9.761459351E0	9.762453477E0
6.330532999E0	1.292868853E-1	-4.309562966E-2	-9.761459351E0	9.762410613E0
6.332532165E0	1.340752989E-1	-3.591302410E-2	-9.775824547E0	9.776809884E0
6.334531331E0	1.460463107E-1	-2.873042040E-2	-9.771036148E0	9.772169788E0
6.336530464E0	1.436520964E-1	-4.070143029E-2	-9.773430824E0	9.774571224E0
6.338530464E0	1.364694983E-1	-6.224924326E-2	-9.766247749E0	9.767399551E0
6.340530464E0	1.197100878E-1	-6.943184882E-2	-9.778219223E0	9.779198457E0
6.342530464E0	1.292868853E-1	-8.140286058E-2	-9.792584419E0	9.793776143E0
6.344530264E0	1.292868853E-1	-9.576806426E-2	-9.804554939E0	9.805874983E0
6.346530264E0	1.268926859E-1	-9.337386489E-2	-9.833285332E0	9.834547313E0
6.348530264E0	1.197100878E-1	-8.619125932E-2	-9.840468407E0	9.841573954E0
6.350531097E0	1.173158810E-1	-7.900865376E-2	-9.854833603E0	9.855848554E0
6.352531930E0	1.340752989E-1	-7.661445439E-2	-9.859622002E0	9.860831201E0
6.354532763E0	1.364694983E-1	-7.182604820E-2	-9.857227325E0	9.858433621E0
6.356532729E0	1.292868853E-1	-6.224924326E-2	-9.842862129E0	9.843908013E0
6.358532695E0	1.388636976E-1	-5.985504389E-2	-9.826103210E0	9.827266662E0
6.360532661E0	1.364694983E-1	-5.985504389E-2	-9.814131737E0	9.815263027E0
6.362532627E0	1.412578970E-1	-7.422025502E-2	-9.799766541E0	9.801065589E0
6.364532627E0	1.460463107E-1	-7.422025502E-2	-9.783007622E0	9.784379198E0
6.366532627E0	1.388636976E-1	-7.422025502E-2	-9.775824547E0	9.777092479E0
6.368532660E0	1.316810995E-1	-5.985504389E-2	-9.768642426E0	9.769713270E0
6.370531826E0	1.388636976E-1	-4.788403213E-2	-9.761459351E0	9.762564451E0
6.372530992E0	1.484405100E-1	-4.070143029E-2	-9.761459351E0	9.762672782E0
6.374530158E0	1.508347094E-1	-6.703764945E-2	-9.768642426E0	9.770036847E0
6.376529324E0	1.436520964E-1	-4.788403213E-2	-9.775824547E0	9.776997206E0
6.378529357E0	1.508347094E-1	-5.027823523E-2	-9.773430824E0	9.774723990E0
6.380529357E0	1.484405100E-1	-5.267243832E-2	-9.775824547E0	9.777093359E0
6.382529357E0	1.316810995E-1	-5.506663769E-2	-9.797372818E0	9.798412442E0
6.384529323E0	1.292868853E-1	-6.224924326E-2	-9.804554939E0	9.805604909E0
6.386529289E0	1.388636976E-1	-4.309562966E-2	-9.811738014E0	9.812815255E0
6.388529255E0	1.197100878E-1	-5.267243832E-2	-9.816526413E0	9.817397604E0
6.390530088E0	1.149216816E-1	-5.027823523E-2	-9.814131737E0	9.814933349E0
6.392530921E0	1.364694983E-1	-5.506663769E-2	-9.792584419E0	9.793690105E0
6.394531754E0	1.364694983E-1	-6.224924326E-2	-9.787796021E0	9.788945287E0
6.396532620E0	1.412578970E-1	-6.943184882E-2	-9.787796021E0	9.789061524E0
6.398532653E0	1.149216816E-1	-7.422025502E-2	-9.787796021E0	9.788752044E0
6.400532686E0	1.292868853E-1	-6.943184882E-2	-9.773430824E0	9.774532519E0
6.402532719E0	1.292868853E-1	-6.943184882E-2	-9.771036148E0	9.772138112E0
6.404533085E0	1.221042871E-1	-6.703764945E-2	-9.766247749E0	9.767241095E0
6.406533118E0	1.149216816E-1	-6.943184882E-2	-9.768642426E0	9.769565119E0
6.408533151E0	1.364694983E-1	-7.661445439E-2	-9.775824547E0	9.777077235E0
6.410532317E0	1.340752989E-1	-6.703764945E-2	-9.780612946E0	9.781761591E0
6.412532350E0	1.316810995E-1	-6.464344263E-2	-9.780612946E0	9.781712952E0
6.414532350E0	1.364694983E-1	-5.027823523E-2	-9.794978142E0	9.796057810E0
6.416532350E0	1.292868853E-1	-4.788403213E-2	-9.799766541E0	9.800736311E0
6.418532350E0	1.197100878E-1	-7.182604820E-2	-9.778219223E0	9.779215749E0
6.420532350E0	1.173158810E-1	-5.506663769E-2	-9.773430824E0	9.774290022E0
6.422532350E0	1.101332754E-1	-4.548983276E-2	-9.778219223E0	9.778945231E0
6.424532350E0	1.173158810E-1	-4.548983276E-2	-9.771036148E0	9.771846281E0
6.426532350E0	1.173158810E-1	-5.027823523E-2	-9.771036148E0	9.771869746E0
6.428532316E0	1.292868853E-1	-5.267243832E-2	-9.775824547E0	9.776821316E0
6.430533149E0	1.340752989E-1	-6.703764945E-2	-9.778219223E0	9.779368150E0
6.432533982E0	1.388636976E-1	-5.027823523E-2	-9.790189743E0	9.791303602E0
6.434534815E0	1.388636976E-1	-5.506663769E-2	-9.797372818E0	9.798511601E0
6.436535648E0	1.436520964E-1	-6.703764945E-2	-9.806949615E0	9.808230765E0
6.438535614E0	1.436520964E-1	-7.182604820E-2	-9.802161217E0	9.803476905E0
6.440535580E0	1.412578970E-1	-7.422025502E-2	-9.809343338E0	9.810641119E0
6.442535546E0	1.580173075E-1	-6.464344263E-2	-9.811738014E0	9.813223278E0
6.444535546E0	1.508347094E-1	-7.900865376E-2	-9.814131737E0	9.815608755E0
6.446535579E0	1.532289088E-1	-8.379705995E-2	-9.821314812E0	9.822867487E0
6.448535779E0	1.556231081E-1	-6.464344263E-2	-9.818920135E0	9.820366080E0
6.450534945E0	1.556231081E-1	-6.224924326E-2	-9.811738014E0	9.813169538E0
6.452534111E0	1.412578970E-1	-6.464344263E-2	-9.806949615E0	9.808179919E0
6.454534511E0	1.292868853E-1	-6.224924326E-2	-9.799766541E0	9.800817023E0
6.456534544E0	1.388636976E-1	-3.830722719E-2	-9.794978142E0	9.796037330E0
6.458534544E0	1.316810995E-1	-4.070143029E-2	-9.802161217E0	9.803130165E0
6.460534544E0	1.388636976E-1	-3.591302410E-2	-9.804554939E0	9.805604032E0
6.462534510E0	1.316810995E-1	-5.027823523E-2	-9.814131737E0	9.815143889E0
6.464534476E0	1.292868853E-1	-4.548983276E-2	-9.809343338E0	9.810300767E0
6.466534442E0	1.292868853E-1	-4.548983276E-2	-9.804554939E0	9.805512836E0
6.468534408E0	1.436520964E-1	-5.267243832E-2	-9.814131737E0	9.815324348E0
6.470535241E0	1.484405100E-1	-6.224924326E-2	-9.818920135E0	9.820239416E0
6.472535207E0	1.436520964E-1	-6.943184882E-2	-9.818920135E0	9.820216359E0
6.474535207E0	1.508347094E-1	-7.661445439E-2	-9.818920135E0	9.820377463E0
6.476535240E0	1.484405100E-1	-7.182604820E-2	-9.809343338E0	9.810729345E0
6.478535273E0	1.460463107E-1	-5.985504389E-2	-9.792584419E0	9.793856327E0
6.480535306E0	1.388636976E-1	-7.900865376E-2	-9.787796021E0	9.789099879E0
6.482535339E0	1.340752989E-1	-7.422025502E-2	-9.775824547E0	9.777025642E0
6.484535372E0	1.364694983E-1	-5.506663769E-2	-9.771036148E0	9.772144272E0
6.486535405E0	1.460463107E-1	-7.422025502E-2	-9.775824547E0	9.777197131E0
6.488535438E0	1.484405100E-1	-6.224924326E-2	-9.768642426E0	9.769968495E0
6.490534604E0	1.388636976E-1	-5.506663769E-2	-9.742305756E0	9.743450975E0
6.492533737E0	1.364694983E-1	-4.070143029E-2	-9.754277229E0	9.755316745E0
6.494532870E0	1.364694983E-1	-5.267243832E-2	-9.763854027E0	9.764949757E0
6.496532870E0	1.388636976E-1	-4.548983276E-2	-9.771036148E0	9.772128727E0
6.498532870E0	1.364694983E-1	-4.070143029E-2	-9.780612946E0	9.781649663E0
6.500532870E0	1.412578970E-1	-4.309562966E-2	-9.785401344E0	9.786515749E0
6.502532870E0	1.364694983E-1	-5.027823523E-2	-9.794978142E0	9.796057810E0
6.504532870E0	1.053448766E-1	-4.788403213E-2	-9.806949615E0	9.807632292E0
6.506532836E0	1.125274822E-1	-5.027823523E-2	-9.806949615E0	9.807724053E0
6.508532636E0	1.244984865E-1	-4.070143029E-2	-9.797372818E0	9.798248344E0
6.510533469E0	1.149216816E-1	-5.506663769E-2	-9.785401344E0	9.786231082E0
6.512534302E0	1.149216816E-1	-6.464344263E-2	-9.778219223E0	9.779108187E0
6.514533902E0	1.292868853E-1	-8.379705995E-2	-9.794978142E0	9.796189762E0
6.516533868E0	1.364694983E-1	-9.576806426E-2	-9.806949615E0	9.808366643E0
6.518533834E0	1.388636976E-1	-6.703764945E-2	-9.809343338E0	9.810555229E0
6.520533800E0	1.316810995E-1	-5.985504389E-2	-9.814131737E0	9.815197618E0
6.522533800E0	1.316810995E-1	-5.746084079E-2	-9.804554939E0	9.805607539E0
6.524533833E0	1.292868853E-1	-4.548983276E-2	-9.804554939E0	9.805512836E0
6.526533866E0	1.173158810E-1	-4.788403213E-2	-9.787796021E0	9.788616186E0
6.528533899E0	1.125274822E-1	-7.182604820E-2	-9.768642426E0	9.769554558E0
6.530533065E0	1.244984865E-1	-6.943184882E-2	-9.761459351E0	9.762500157E0
6.532532231E0	1.268926859E-1	-6.464344263E-2	-9.759065628E0	9.760104634E0
6.534531397E0	1.388636976E-1	-6.703764945E-2	-9.773430824E0	9.774647168E0
6.536530597E0	1.268926859E-1	-7.182604820E-2	-9.771036148E0	9.772124034E0
6.538530597E0	1.316810995E-1	-5.746084079E-2	-9.785401344E0	9.786456005E0
6.540530563E0	1.364694983E-1	-6.224924326E-2	-9.787796021E0	9.788945287E0
6.542530529E0	1.292868853E-1	-8.140286058E-2	-9.775824547E0	9.777018313E0
6.544530495E0	1.364694983E-1	-8.140286058E-2	-9.787796021E0	9.789085825E0
6.546530461E0	1.436520964E-1	-7.661445439E-2	-9.792584419E0	9.793937681E0
6.548530427E0	1.388636976E-1	-7.182604820E-2	-9.799766541E0	9.801013537E0
6.550531260E0	1.316810995E-1	-7.182604820E-2	-9.802161217E0	9.803308799E0
6.552532126E0	1.388636976E-1	-5.985504389E-2	-9.806949615E0	9.808115340E0
6.554532992E0	1.364694983E-1	-9.337386489E-2	-9.814131737E0	9.815524660E0
6.556532992E0	1.412578970E-1	-9.337386489E-2	-9.814131737E0	9.815592403E0
6.558532992E0	1.412578970E-1	-7.900865376E-2	-9.821314812E0	9.822648359E0
6.560532992E0	1.460463107E-1	-8.619125932E-2	-9.835680008E0	9.837141845E0
6.562532992E0	1.508347094E-1	-6.703764945E-2	-9.828496933E0	9.829882864E0
6.564532992E0	1.580173075E-1	-5.746084079E-2	-9.818920135E0	9.820359660E0
6.566532992E0	1.412578970E-1	-4.788403213E-2	-9.814131737E0	9.815265071E0
6.568532992E0	1.268926859E-1	-3.830722719E-2	-9.809343338E0	9.810238831E0
6.570532158E0	1.244984865E-1	-3.830722719E-2	-9.811738014E0	9.812602620E0
6.572531324E0	1.197100878E-1	-5.027823523E-2	-9.797372818E0	9.798233134E0
6.574530490E0	1.149216816E-1	-4.788403213E-2	-9.802161217E0	9.802951820E0
6.576529656E0	1.077390760E-1	-5.027823523E-2	-9.792584419E0	9.793306143E0
6.578528822E0	1.340752989E-1	-5.267243832E-2	-9.797372818E0	9.798431747E0
6.580528855E0	1.436520964E-1	-5.027823523E-2	-9.802161217E0	9.803342713E0
6.582528888E0	1.532289088E-1	-6.224924326E-2	-9.802161217E0	9.803556425E0
6.584528888E0	1.292868853E-1	-7.661445439E-2	-9.792584419E0	9.793737513E0
6.586528854E0	1.292868853E-1	-8.619125932E-2	-9.787796021E0	9.789029317E0
6.588528820E0	1.316810995E-1	-7.900865376E-2	-9.785401344E0	9.786606243E0
6.590529653E0	1.556231081E-1	-7.661445439E-2	-9.775824547E0	9.777363341E0
6.592530486E0	1.675941199E-1	-7.182604820E-2	-9.787796021E0	9.789494252E0
6.594531319E0	1.364694983E-1	-5.746084079E-2	-9.804554939E0	9.805673013E0
6.596532085E0	1.316810995E-1	-6.703764945E-2	-9.804554939E0	9.805668336E0
6.598532051E0	1.316810995E-1	-7.661445439E-2	-9.797372818E0	9.798557232E0
6.600532051E0	1.173158810E-1	-6.464344263E-2	-9.787796021E0	9.788712516E0
6.602532084E0	1.173158810E-1	-5.746084079E-2	-9.790189743E0	9.791061228E0
6.604532117E0	1.101332754E-1	-4.788403213E-2	-9.790189743E0	9.790926280E0
6.606532150E0	1.053448766E-1	-4.070143029E-2	-9.790189743E0	9.790841095E0
6.608532183E0	1.173158810E-1	-4.070143029E-2	-9.783007622E0	9.783795672E0
6.610531349E0	1.244984865E-1	-4.548983276E-2	-9.778219223E0	9.779117566E0
6.612531382E0	1.364694983E-1	-4.309562966E-2	-9.773430824E0	9.774478566E0
6.614531415E0	1.268926859E-1	-5.746084079E-2	-9.778219223E0	9.779211352E0
6.616531448E0	1.173158810E-1	-6.703764945E-2	-9.778219223E0	9.779152736E0
6.618531448E0	1.388636976E-1	-8.379705995E-2	-9.792584419E0	9.793927439E0
6.620531448E0	1.436520964E-1	-9.097966552E-2	-9.806949615E0	9.808423624E0
6.622531448E0	1.484405100E-1	-8.858546615E-2	-9.802161217E0	9.803685352E0
6.624531448E0	1.364694983E-1	-8.140286058E-2	-9.797372818E0	9.798661362E0
6.626531448E0	1.412578970E-1	-7.422025502E-2	-9.790189743E0	9.791490063E0
