"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
8.714391220E-1	-1.374271750E0	-5.219359994E-1	1.039113426E1	1.049460391E1
8.734391550E-1	-1.369483352E0	-5.147533417E-1	1.039831734E1	1.050073612E1
8.754394880E-1	-1.359906554E0	-5.099649429E-1	1.040071106E1	1.050162847E1
8.774395210E-1	-1.347935557E0	-5.051765442E-1	1.039352894E1	1.049273927E1
8.794395540E-1	-1.333570361E0	-5.003881454E-1	1.037437534E1	1.047169814E1
8.814395540E-1	-1.319205165E0	-4.908113480E-1	1.035282707E1	1.044807286E1
8.834395540E-1	-1.304839969E0	-4.812345505E-1	1.032409668E1	1.041734929E1
8.854399870E-1	-1.288080573E0	-4.740519226E-1	1.029297256E1	1.038408210E1
8.874391200E-1	-1.271321058E0	-4.668693244E-1	1.026424217E1	1.035320683E1
8.894382530E-1	-1.256955862E0	-4.668693244E-1	1.023311710E1	1.032059062E1
8.914373860E-1	-1.240196466E0	-4.716577232E-1	1.020438671E1	1.029028942E1
8.934373520E-1	-1.221042871E0	-4.812345505E-1	1.017326260E1	1.025757302E1
8.954382180E-1	-1.197100878E0	-4.932055473E-1	1.014213753E1	1.022444404E1
8.974381840E-1	-1.161187768E0	-5.123591423E-1	1.011580181E1	1.019511232E1
8.994381500E-1	-1.122880578E0	-5.339069963E-1	1.009185982E1	1.016816365E1
9.014381160E-1	-1.072602391E0	-5.626373887E-1	1.007270622E1	1.014526724E1
9.034380820E-1	-1.007958889E0	-6.009446383E-1	1.006312943E1	1.013132219E1
9.054380480E-1	-9.457096457E-1	-6.392518282E-1	1.005834103E1	1.012290639E1
9.074388810E-1	-8.810662031E-1	-6.799532771E-1	1.006073475E1	1.012210442E1
9.094397470E-1	-8.188169599E-1	-7.158663273E-1	1.007270622E1	1.013125542E1
9.114397800E-1	-7.589619160E-1	-7.493851185E-1	1.008467674E1	1.014092236E1
9.134398130E-1	-6.967126727E-1	-7.757213712E-1	1.009904194E1	1.015272379E1
9.154398460E-1	-6.392518282E-1	-7.996633649E-1	1.010861874E1	1.016032859E1
9.174398790E-1	-5.889736414E-1	-8.164227605E-1	1.011340714E1	1.016338723E1
9.194399120E-1	-5.363011956E-1	-8.283938169E-1	1.010861874E1	1.015667406E1
9.214399450E-1	-4.860229492E-1	-8.355764151E-1	1.009185982E1	1.013804916E1
9.234399780E-1	-4.405331016E-1	-8.403648138E-1	1.007270622E1	1.011729673E1
9.254399780E-1	-3.926490843E-1	-8.427590132E-1	1.003679276E1	1.007976314E1
9.274390780E-1	-3.399766386E-1	-8.451532125E-1	9.984120369E0	1.002559363E1
9.294381780E-1	-2.896983922E-1	-8.523358107E-1	9.926659584E0	9.967395447E0
9.314372780E-1	-2.346317619E-1	-8.714894056E-1	9.845256805E0	9.886537686E0
9.334363780E-1	-1.699883193E-1	-8.978256583E-1	9.747094154E0	9.789833063E0
9.354354440E-1	-1.125274822E-1	-9.241618514E-1	9.656114578E0	9.700891006E0
9.374352770E-1	-5.027823523E-2	-9.528923035E-1	9.562741280E0	9.610231653E0
9.394352430E-1	2.394201607E-2	-9.840168953E-1	9.478943825E0	9.529912828E0
9.414352430E-1	9.097966552E-2	-1.012747288E0	9.411906242E0	9.466673834E0
9.434352760E-1	1.484405100E-1	-1.039083481E0	9.364022255E0	9.422666388E0
9.454353420E-1	2.011129409E-1	-1.060631394E0	9.335291862E0	9.397502835E0
9.474362420E-1	2.418143749E-1	-1.079784989E0	9.323320389E0	9.388754597E0
9.494371420E-1	2.681505978E-1	-1.098938584E0	9.332897186E0	9.401198894E0
9.514380420E-1	2.849099934E-1	-1.118092179E0	9.354445457E0	9.425335731E0
9.534380750E-1	2.968810201E-1	-1.134851575E0	9.380781174E0	9.453839530E0
9.554381080E-1	2.992752194E-1	-1.151610970E0	9.426271439E0	9.501071872E0
9.574381410E-1	2.920926213E-1	-1.163581967E0	9.483732224E0	9.559310539E0
9.594381410E-1	2.801215947E-1	-1.175553083E0	9.536404610E0	9.612669038E0
9.614381410E-1	2.513911724E-1	-1.185129881E0	9.586683273E0	9.662930536E0
9.634381410E-1	2.082955539E-1	-1.189918280E0	9.629778862E0	9.705252881E0
9.654381410E-1	1.628057212E-1	-1.189918280E0	9.658509254E0	9.732893313E0
9.674372740E-1	1.005564705E-1	-1.189918280E0	9.665691376E0	9.739178964E0
9.694364070E-1	0.000000000E0	-1.204283476E0	9.636960983E0	9.711916170E0
9.714355070E-1	-8.619125932E-2	-1.221042871E0	9.603442192E0	9.681140251E0
9.734346070E-1	-1.388636976E-1	-1.235408068E0	9.572318077E0	9.652708925E0
9.754345730E-1	-1.484405100E-1	-1.230619669E0	9.548376083E0	9.628496517E0
9.774345390E-1	-1.436520964E-1	-1.216254473E0	9.526827812E0	9.605225611E0
9.794345050E-1	-1.173158810E-1	-1.182735682E0	9.502885818E0	9.576923597E0
9.814344710E-1	-8.379705995E-2	-1.139639974E0	9.466972351E0	9.535689105E0
9.834344370E-1	-5.506663769E-2	-1.098938584E0	9.431059837E0	9.495029647E0
9.854344030E-1	-1.915361360E-2	-1.051054597E0	9.390357971E0	9.449016110E0
9.874352690E-1	1.915361360E-2	-1.012747288E0	9.347262383E0	9.401985853E0
9.894361690E-1	5.267243832E-2	-9.816226959E-1	9.304166794E0	9.355954106E0
9.914370690E-1	8.619125932E-2	-9.504981041E-1	9.256282806E0	9.305355822E0
9.934379690E-1	1.173158810E-1	-9.241618514E-1	9.208398819E0	9.255400961E0
9.954389020E-1	1.508347094E-1	-9.121908545E-1	9.165303230E0	9.211819938E0
9.974390680E-1	1.843535304E-1	-9.050082564E-1	9.129390717E0	9.175990466E0
9.994391010E-1	2.154781520E-1	-9.026140571E-1	9.095871925E0	9.143086407E0
1.001439134E0	2.442085743E-1	-9.050082564E-1	9.064746857E0	9.113084733E0
1.003439134E0	2.825157940E-1	-9.097966552E-1	9.038411140E0	9.088477379E0
1.005439100E0	3.160346150E-1	-9.241618514E-1	9.007286072E0	9.060085838E0
1.007438200E0	3.399766386E-1	-9.433154464E-1	8.980949402E0	9.036751646E0
1.009438166E0	3.543418646E-1	-9.648633003E-1	8.954613686E0	9.013413649E0
1.011438132E0	3.663128614E-1	-9.888052940E-1	8.928277016E0	8.990331000E0
1.013438098E0	3.830722570E-1	-1.017535686E0	8.909123421E0	8.975221633E0
1.015438064E0	4.022258818E-1	-1.041477680E0	8.892364502E0	8.962176513E0
1.017438030E0	4.261679053E-1	-1.065419793E0	8.882787704E0	8.956598452E0
1.019438030E0	4.501099288E-1	-1.089361787E0	8.880393028E0	8.958274856E0
1.021438063E0	4.716577232E-1	-1.110909581E0	8.880393028E0	8.962028869E0
1.023438096E0	4.812345505E-1	-1.127668977E0	8.885181427E0	8.969374170E0
1.025438129E0	4.860229492E-1	-1.134851575E0	8.897152901E0	8.982395902E0
1.027439029E0	4.932055473E-1	-1.142034173E0	8.911518097E0	8.997924681E0
1.029439929E0	5.051765442E-1	-1.149216771E0	8.923488617E0	9.011356814E0
1.031440829E0	5.147533417E-1	-1.156399369E0	8.937853813E0	9.027040561E0
1.033441729E0	5.219359994E-1	-1.161187768E0	8.949825287E0	9.039919628E0
1.035441762E0	5.386953950E-1	-1.161187768E0	8.959402084E0	9.050383167E0
1.037441762E0	5.530605912E-1	-1.161187768E0	8.964190483E0	9.055989403E0
1.039441762E0	5.602431893E-1	-1.163581967E0	8.966584206E0	9.059107447E0
1.041441728E0	5.554547906E-1	-1.168370485E0	8.959402084E0	9.052320439E0
1.046530576E0	5.506663918E-1	-1.177947283E0	8.945036888E0	9.039052949E0
1.048530576E0	5.602431893E-1	-1.192312479E0	8.928277016E0	9.024943875E0
1.050529709E0	5.698199868E-1	-1.209071875E0	8.909123421E0	9.008830653E0
1.052528809E0	5.793967843E-1	-1.228225470E0	8.885181427E0	8.988364002E0
1.054528775E0	5.961562395E-1	-1.249773264E0	8.863634109E0	8.971139565E0
1.056528741E0	6.272808313E-1	-1.280897856E0	8.837297440E0	8.951648261E0
1.058528707E0	6.631938815E-1	-1.312022567E0	8.810961723E0	8.932764176E0
1.060528673E0	6.967126727E-1	-1.343147159E0	8.787019730E0	8.916342780E0
1.062528639E0	7.254431248E-1	-1.369483352E0	8.770259857E0	8.906133299E0
1.064528605E0	7.422025204E-1	-1.388636947E0	8.760683060E0	8.901053018E0
1.066528571E0	7.445967197E-1	-1.400607944E0	8.755894661E0	8.898416612E0
1.068528571E0	7.302315235E-1	-1.410184860E0	8.755894661E0	8.898738716E0
1.070529471E0	7.015010715E-1	-1.412579060E0	8.755894661E0	8.896806993E0
1.072529504E0	6.631938815E-1	-1.414973259E0	8.758289337E0	8.896606519E0
1.074529537E0	6.248866320E-1	-1.417367458E0	8.767866135E0	8.903644780E0
1.076529570E0	6.105214357E-1	-1.429338455E0	8.789413452E0	8.925779164E0
1.078529603E0	6.057330370E-1	-1.443703651E0	8.815750122E0	8.953694375E0
1.080529636E0	6.033388376E-1	-1.458068848E0	8.842085838E0	8.981785150E0
1.082529669E0	5.841852427E-1	-1.482010841E0	8.866027832E0	9.008000780E0
1.084529669E0	5.626373887E-1	-1.505952835E0	8.887576103E0	9.031802908E0
1.086529635E0	5.458779931E-1	-1.539471745E0	8.918700218E0	9.067037533E0
1.088529601E0	5.530605912E-1	-1.584961534E0	8.964190483E0	9.120015904E0
1.090528667E0	5.674257874E-1	-1.632845521E0	9.012074471E0	9.176363266E0
1.092527767E0	5.913678408E-1	-1.690306425E0	9.069535255E0	9.244637445E0
1.094526867E0	6.105214357E-1	-1.750161409E0	9.141361237E0	9.327394419E0
1.096526833E0	6.224924326E-1	-1.802833915E0	9.215581894E0	9.410879693E0
1.098526799E0	6.248866320E-1	-1.853112102E0	9.311349869E0	9.514501781E0
1.100526799E0	6.033388376E-1	-1.900996208E0	9.426271439E0	9.634957061E0
1.102526832E0	5.698199868E-1	-1.941697598E0	9.534010887E0	9.746396666E0
1.104526898E0	5.147533417E-1	-1.975216389E0	9.653720856E0	9.867156487E0
1.106526931E0	4.333505034E-1	-1.999158382E0	9.775824547E0	9.987550874E0
1.108526964E0	3.256114423E-1	-2.008735180E0	9.893140793E0	1.010026111E1
1.110527864E0	2.226607651E-1	-2.013523579E0	9.991303444E0	1.019460639E1
1.112528764E0	1.077390760E-1	-2.015917778E0	1.006552315E1	1.026597723E1
1.114528797E0	0.000000000E0	-2.018311977E0	1.012298393E1	1.032222781E1
1.116528830E0	-1.077390760E-1	-2.013523579E0	1.015889740E1	1.035707880E1
1.118528830E0	-2.106897533E-1	-2.008735180E0	1.017326260E1	1.037182139E1
1.120528830E0	-2.992752194E-1	-2.006340981E0	1.017805099E1	1.037823163E1
1.122528830E0	-3.711012602E-1	-2.001552582E0	1.016129112E1	1.036319286E1
1.124528830E0	-4.261679053E-1	-1.989581585E0	1.013256073E1	1.033483628E1
1.126528830E0	-4.668693244E-1	-1.982398987E0	1.009904194E1	1.030235511E1
1.128528830E0	-4.884171486E-1	-1.977610588E0	1.006791782E1	1.027192602E1
1.130527930E0	-4.932055473E-1	-1.972822189E0	1.003200436E1	1.023603392E1
1.132527030E0	-4.908113480E-1	-1.970427990E0	1.000088024E1	1.020495408E1
1.134526130E0	-4.764461517E-1	-1.965639591E0	9.969755173E0	1.017284415E1
1.136525230E0	-4.477157295E-1	-1.965639591E0	9.941024780E0	1.014338021E1
1.138525196E0	-4.141969085E-1	-1.963245392E0	9.914688110E0	1.011567753E1
1.140525162E0	-3.830722570E-1	-1.958456993E0	9.890746117E0	1.009005237E1
1.142525128E0	-3.495534360E-1	-1.951274395E0	9.871592522E0	1.006866418E1
1.144525094E0	-3.160346150E-1	-1.944091797E0	9.854833603E0	1.004973214E1
1.146525094E0	-2.825157940E-1	-1.939303398E0	9.842862129E0	1.003606734E1
1.148524827E0	-2.442085743E-1	-1.934514999E0	9.838073730E0	1.002944070E1
1.150525760E0	-2.011129409E-1	-1.939303398E0	9.835680008E0	1.002706065E1
1.152526660E0	-1.604115069E-1	-1.946485996E0	9.838073730E0	1.003006652E1
1.154527560E0	-1.197100878E-1	-1.963245392E0	9.845256805E0	1.003980799E1
1.156527593E0	-8.379705995E-2	-1.982398987E0	9.852438927E0	1.005024778E1
1.158527626E0	-5.746084079E-2	-2.001552582E0	9.862015724E0	1.006324344E1
1.160527659E0	-4.070143029E-2	-2.027888775E0	9.881169319E0	1.008719468E1
1.162527659E0	-3.830722719E-2	-2.059013367E0	9.914688110E0	1.012630455E1
1.164527625E0	-4.548983276E-2	-2.087743998E0	9.952995300E0	1.016970303E1
1.166527591E0	-6.703764945E-2	-2.116474390E0	1.000327396E1	1.022494244E1
1.168527557E0	-1.053448766E-1	-2.147598982E0	1.005594635E1	1.028325512E1
1.170526657E0	-1.436520964E-1	-2.176329374E0	1.010383034E1	1.033655808E1
1.172525757E0	-1.915361285E-1	-2.202665567E0	1.015410900E1	1.039203307E1
1.174524857E0	-2.466027737E-1	-2.224213362E0	1.020678139E1	1.044922601E1
1.176523957E0	-2.968810201E-1	-2.240972757E0	1.024987698E1	1.049619337E1
1.178523090E0	-3.495534360E-1	-2.248155355E0	1.028339577E1	1.053207570E1
1.180523123E0	-4.022258818E-1	-2.245761156E0	1.030494308E1	1.055448155E1
1.182523156E0	-4.477157295E-1	-2.238578558E0	1.031691456E1	1.056647573E1
1.184523189E0	-4.932055473E-1	-2.217030764E0	1.031930828E1	1.056629550E1
1.186523222E0	-5.363011956E-1	-2.181117773E0	1.030733776E1	1.054922298E1
1.188523255E0	-5.722141862E-1	-2.140416384E0	1.029057789E1	1.052638612E1
1.190524155E0	-6.057330370E-1	-2.092532396E0	1.026903057E1	1.049755177E1
1.192525055E0	-6.392518282E-1	-2.032677174E0	1.023790550E1	1.045730025E1
1.194525955E0	-6.679822803E-1	-1.975216389E0	1.020438671E1	1.041523827E1
1.196526821E0	-6.943184733E-1	-1.908178806E0	1.016847420E1	1.036923777E1
1.198526821E0	-7.182605267E-1	-1.836352706E0	1.012298393E1	1.031323873E1
1.200526821E0	-7.374141216E-1	-1.769315004E0	1.007988834E1	1.026052651E1
1.202526821E0	-7.445967197E-1	-1.702277422E0	1.003439903E1	1.020496627E1
1.204526821E0	-7.422025204E-1	-1.637633920E0	9.981725693E0	1.014236448E1
1.206526821E0	-7.326257229E-1	-1.580173135E0	9.929053307E0	1.008066402E1
1.208527087E0	-7.110779285E-1	-1.522712231E0	9.864410400E0	1.000654171E1
1.210526187E0	-6.799532771E-1	-1.467645645E0	9.783007622E0	9.915823633E0
1.212526153E0	-6.464344859E-1	-1.417367458E0	9.701604843E0	9.825881364E0
1.214526119E0	-6.033388376E-1	-1.362300754E0	9.610625267E0	9.725430536E0
1.216526085E0	-5.506663918E-1	-1.304839969E0	9.507674217E0	9.612580811E0
1.218526051E0	-4.908113480E-1	-1.247379065E0	9.395146370E0	9.490291124E0
1.220526017E0	-4.357447028E-1	-1.197100878E0	9.289801598E0	9.376744514E0
1.222525983E0	-3.734954596E-1	-1.142034173E0	9.174880028E0	9.253224543E0
1.224525983E0	-3.208230138E-1	-1.091755986E0	9.067141533E0	9.138266472E0
1.226526016E0	-2.657563984E-1	-1.041477680E0	8.954613686E0	9.018891755E0
1.228526049E0	-2.130839527E-1	-9.911994934E-1	8.839692116E0	8.897642267E0
1.230526949E0	-1.675941199E-1	-9.457096457E-1	8.734347343E0	8.786994824E0
1.232527849E0	-1.292868853E-1	-9.002198577E-1	8.631396294E0	8.679176970E0
1.234528749E0	-9.576806426E-2	-8.595184088E-1	8.538022995E0	8.581711955E0
1.236529649E0	-6.943184882E-2	-8.236053586E-1	8.456619263E0	8.496914494E0
1.238530549E0	-4.788403213E-2	-7.948749661E-1	8.384793282E0	8.422522037E0
1.240530549E0	-3.112462163E-2	-7.733271718E-1	8.322544098E0	8.358453441E0
1.242530515E0	-1.915361360E-2	-7.517793179E-1	8.267477989E0	8.301610163E0
1.244530481E0	-9.576806799E-3	-7.374141216E-1	8.217199326E0	8.250226425E0
1.246530447E0	-2.394201700E-3	-7.326257229E-1	8.176498413E0	8.209255294E0
1.248530413E0	7.182605099E-3	-7.302315235E-1	8.145373344E0	8.178043567E0
1.250529513E0	1.436521020E-2	-7.326257229E-1	8.123826027E0	8.156806736E0
1.252528613E0	1.675941236E-2	-7.422025204E-1	8.114249229E0	8.148140034E0
1.254528579E0	1.436521020E-2	-7.613561153E-1	8.119037628E0	8.154669920E0
1.256528579E0	9.576806799E-3	-7.829039693E-1	8.135796547E0	8.173384598E0
1.258528612E0	-4.788403399E-3	-8.068459630E-1	8.174103737E0	8.213829511E0
1.260528645E0	-2.633621916E-2	-8.331822157E-1	8.236352921E0	8.278429539E0
1.262528678E0	-4.788403213E-2	-8.595184088E-1	8.303390503E0	8.347895461E0
1.264528711E0	-7.422025502E-2	-8.882488012E-1	8.391976357E0	8.439180158E0
1.266528744E0	-1.053448766E-1	-9.169792533E-1	8.504503250E0	8.554444694E0
1.268528777E0	-1.340752989E-1	-9.457096457E-1	8.612242699E0	8.665048599E0
1.270529677E0	-1.651999205E-1	-9.768342972E-1	8.731952667E0	8.787974376E0
1.272529710E0	-1.963245422E-1	-1.010353088E0	8.856451035E0	8.916057515E0
1.274529710E0	-2.226607651E-1	-1.041477680E0	8.968978882E0	9.031989579E0
1.276529710E0	-2.466027737E-1	-1.077390790E0	9.086295128E0	9.153269525E0
1.278529710E0	-2.729389966E-1	-1.113303781E0	9.208398819E0	9.279469264E0
1.280529710E0	-2.968810201E-1	-1.144428372E0	9.318531990E0	9.393236561E0
1.282529710E0	-3.232172430E-1	-1.175553083E0	9.426271439E0	9.504787618E0
1.284529710E0	-3.519476354E-1	-1.209071875E0	9.526827812E0	9.609691467E0
1.286529676E0	-3.806780577E-1	-1.237802267E0	9.610625267E0	9.697483604E0
1.288529642E0	-4.141969085E-1	-1.259350061E0	9.684844971E0	9.775159526E0
1.290528742E0	-4.477157295E-1	-1.278503656E0	9.747094154E0	9.840775652E0
1.292527842E0	-4.764461517E-1	-1.292868972E0	9.799766541E0	9.896157606E0
1.294526942E0	-5.075707436E-1	-1.304839969E0	9.847650528E0	9.946680669E0
1.296526042E0	-5.339069963E-1	-1.321599364E0	9.890746117E0	9.992924512E0
1.298526008E0	-5.530605912E-1	-1.335964561E0	9.924264908E0	1.002904339E1
1.300525974E0	-5.698199868E-1	-1.340752959E0	9.960178375E0	1.006615451E1
1.302525974E0	-5.817909837E-1	-1.343147159E0	9.991303444E0	1.009795373E1
1.304526007E0	-5.913678408E-1	-1.340752959E0	1.001763916E1	1.012424954E1
1.306526040E0	-6.057330370E-1	-1.335964561E0	1.004158115E1	1.014815579E1
1.308526073E0	-6.200982332E-1	-1.323993564E0	1.006073475E1	1.016640863E1
1.310526973E0	-6.368576288E-1	-1.309628367E0	1.007749462E1	1.018217128E1
1.312527873E0	-6.536170840E-1	-1.295263171E0	1.008946514E1	1.019324427E1
1.314527906E0	-6.727706790E-1	-1.276109457E0	1.009904194E1	1.020155497E1
1.316527939E0	-6.943184733E-1	-1.256955862E0	1.010383034E1	1.020536152E1
1.318527939E0	-7.158663273E-1	-1.237802267E0	1.010622501E1	1.020688018E1
1.320527905E0	-7.350199223E-1	-1.221042871E0	1.010143661E1	1.020148135E1
1.322527871E0	-7.469909191E-1	-1.204283476E0	1.009664822E1	1.019561667E1
1.324528071E0	-7.517793179E-1	-1.192312479E0	1.008467674E1	1.018270525E1
1.326528037E0	-7.493851185E-1	-1.185129881E0	1.006791782E1	1.016509125E1
1.328528003E0	-7.469909191E-1	-1.185129881E0	1.004876423E1	1.014594455E1
1.330527103E0	-7.374141216E-1	-1.189918280E0	1.002721596E1	1.012446270E1
1.332526203E0	-7.230489254E-1	-1.201889277E0	1.001045704E1	1.010824355E1
1.334525336E0	-7.086837292E-1	-1.213860273E0	9.993697166E0	1.009205987E1
1.336524502E0	-6.919242740E-1	-1.228225470E0	9.979331970E0	1.007841077E1
1.338524535E0	-6.751648784E-1	-1.244984865E0	9.972148895E0	1.007221865E1
1.340524568E0	-6.607996821E-1	-1.261744261E0	9.969755173E0	1.007098173E1
1.342524601E0	-6.416460276E-1	-1.280897856E0	9.974543571E0	1.007690073E1
1.344524634E0	-6.248866320E-1	-1.297657371E0	9.988908768E0	1.009220968E1
1.346524667E0	-6.129156351E-1	-1.316810966E0	1.000806236E1	1.011291100E1
1.348524700E0	-6.057330370E-1	-1.345541358E0	1.004636955E1	1.015415852E1
1.350525600E0	-6.009446383E-1	-1.371877551E0	1.008467674E1	1.019528751E1
1.352526466E0	-5.985504389E-1	-1.395819545E0	1.012298393E1	1.023627757E1
1.354527332E0	-6.009446383E-1	-1.419761658E0	1.017326260E1	1.028941833E1
1.356528198E0	-6.081272364E-1	-1.448492050E0	1.022832870E1	1.034826826E1
1.358528198E0	-6.248866320E-1	-1.479616642E0	1.029057789E1	1.041516884E1
1.360528198E0	-6.440402865E-1	-1.505952835E0	1.035043335E1	1.047922480E1
1.362528198E0	-6.655880809E-1	-1.527500629E0	1.041268253E1	1.054515164E1
1.364528164E0	-6.895300746E-1	-1.553836942E0	1.047014332E1	1.060725045E1
1.366528130E0	-7.182605267E-1	-1.575384736E0	1.053478718E1	1.067611709E1
1.368528096E0	-7.565677166E-1	-1.599326730E0	1.059943008E1	1.074607644E1
1.370527196E0	-7.948749661E-1	-1.620874524E0	1.065928555E1	1.081107898E1
1.372526296E0	-8.403648138E-1	-1.642422318E0	1.072392845E1	1.088147074E1
1.374525396E0	-8.930372596E-1	-1.654393315E0	1.079336071E1	1.095587369E1
1.376524496E0	-9.409212470E-1	-1.663970232E0	1.085560989E1	1.102263108E1
1.378524462E0	-9.888052940E-1	-1.673547029E0	1.091785908E1	1.108955105E1
1.380524462E0	-1.039083481E0	-1.678335428E0	1.097771454E1	1.115377608E1
1.382524062E0	-1.079784989E0	-1.680729628E0	1.103278065E1	1.121218250E1
1.384523862E0	-1.113303781E0	-1.680729628E0	1.107827091E1	1.126021242E1
1.386523895E0	-1.139639974E0	-1.678335428E0	1.111897182E1	1.130252731E1
1.388523928E0	-1.154005170E0	-1.680729628E0	1.115488529E1	1.133966692E1
1.390524828E0	-1.161187768E0	-1.685518026E0	1.118361568E1	1.136937060E1
1.392525728E0	-1.158793569E0	-1.687912226E0	1.120516300E1	1.139067725E1
1.394526628E0	-1.144428372E0	-1.695094824E0	1.121952820E1	1.140442352E1
1.396527494E0	-1.125274777E0	-1.704671621E0	1.122192287E1	1.140630096E1
1.398527460E0	-1.091755986E0	-1.716642618E0	1.121234608E1	1.139541564E1
1.400527426E0	-1.046266198E0	-1.728613615E0	1.119079781E1	1.137175156E1
1.402527392E0	-1.000776291E0	-1.742978811E0	1.116446209E1	1.134392975E1
1.404527358E0	-9.481038451E-1	-1.757344007E0	1.112854862E1	1.130627053E1
1.406527324E0	-8.882488012E-1	-1.764526606E0	1.108305931E1	1.125774150E1
1.408527290E0	-8.259995580E-1	-1.774103403E0	1.103038692E1	1.120264049E1
1.410526390E0	-7.685387731E-1	-1.778891921E0	1.098010826E1	1.114979308E1
1.412526390E0	-7.062895298E-1	-1.783680320E0	1.092504120E1	1.109219931E1
1.414526423E0	-6.488286853E-1	-1.786074519E0	1.087236881E1	1.103718463E1
1.416526456E0	-5.889736414E-1	-1.786074519E0	1.081969643E1	1.098192983E1
1.418525889E0	-5.339069963E-1	-1.786074519E0	1.077181244E1	1.093192856E1
1.420525922E0	-4.836287498E-1	-1.786074519E0	1.072871685E1	1.088711735E1
1.422525955E0	-4.357447028E-1	-1.790862918E0	1.068562126E1	1.084341114E1
1.424525988E0	-3.902548850E-1	-1.790862918E0	1.064492035E1	1.080156554E1
1.426526021E0	-3.495534360E-1	-1.790862918E0	1.060900688E1	1.076477611E1
1.428526054E0	-3.112462163E-1	-1.793257117E0	1.057788277E1	1.073332423E1
1.430526920E0	-2.801215947E-1	-1.795651317E0	1.055633450E1	1.071163058E1
1.432527786E0	-2.585737705E-1	-1.800439715E0	1.053957558E1	1.069537736E1
1.434528652E0	-2.442085743E-1	-1.802833915E0	1.053239250E1	1.068836469E1
1.436529518E0	-2.418143749E-1	-1.805228114E0	1.054196930E1	1.069815122E1
1.438529518E0	-2.466027737E-1	-1.807622313E0	1.055633450E1	1.071281986E1
1.440529518E0	-2.609679997E-1	-1.812410712E0	1.058506489E1	1.074227795E1
1.442529918E0	-2.873041928E-1	-1.814804912E0	1.062097836E1	1.077874027E1
1.444529884E0	-3.160346150E-1	-1.817199111E0	1.065928555E1	1.081769194E1
1.446529850E0	-3.519476354E-1	-1.812410712E0	1.069998646E1	1.085810342E1
1.448529816E0	-3.926490843E-1	-1.805228114E0	1.073829365E1	1.089605306E1
1.450528916E0	-4.309563041E-1	-1.800439715E0	1.077181244E1	1.092974152E1
1.452528016E0	-4.668693244E-1	-1.790862918E0	1.079575443E1	1.095324019E1
1.454527982E0	-4.979939461E-1	-1.786074519E0	1.081011963E1	1.096798735E1
1.456527948E0	-5.219359994E-1	-1.781286120E0	1.081969643E1	1.097776062E1
1.458527881E0	-5.363011956E-1	-1.776497602E0	1.081969643E1	1.097767705E1
1.460527881E0	-5.482721925E-1	-1.774103403E0	1.081490803E1	1.097316185E1
1.462527914E0	-5.578489900E-1	-1.774103403E0	1.080533123E1	1.096420637E1
1.464527947E0	-5.626373887E-1	-1.771709204E0	1.079096603E1	1.094990695E1
1.466527980E0	-5.650315881E-1	-1.764526606E0	1.077420712E1	1.093235353E1
1.468528013E0	-5.626373887E-1	-1.757344007E0	1.075265884E1	1.090983460E1
1.470528913E0	-5.578489900E-1	-1.754949808E0	1.073589993E1	1.089268523E1
1.472528946E0	-5.434837937E-1	-1.750161409E0	1.071435165E1	1.086994807E1
1.474528946E0	-5.267243981E-1	-1.745373011E0	1.069280434E1	1.084711160E1
1.476528912E0	-5.051765442E-1	-1.742978811E0	1.067125607E1	1.082445770E1
1.478529478E0	-4.764461517E-1	-1.738190413E0	1.064731407E1	1.079877788E1
